"Country","HDI","HDICategory","Age","Gender","HaveKids","Ed.Level","WorkStatus","Income","Occupation","YearsAtJob","MonthsAtJob","Community","MaritalStat","Sons","Daughters","BdWstTime","BdDelayAct","BdMustAct","BdDelayMake","BdPutOff","GdPayBills","GdPunctual","GdPrepared","BdRunLate","BdCmpltTm","GdWantGrow","BdFamView","GdTmToSpare","BdDeadline","BdTmMngmt","GdDocApt","GdMorePunct","GdMaint","BdXpctLate","BdCostMoney","BdLateStart","BdMissTckts","GdPartyPln","GdEasyWake","BdSlowMail","GdRtnCalls","BdWrkr","GdDecisive","BdWrkDelay","BdAirport","GdSocial","BdDeadline.1","GdSMLBill","GdRSVP","GdTask","BdBdayGFT","BdEsntlItem","GdCmplteDay","BdDoTmrow","GdEvngTasks","GdIdealLIfe","GdExclLife","GdSatisLife","GdImprtThs","GdChangeNil","SelfView","ExtView","DPMean","AIPMean","GPMean","SWLSMean"
"United Kingdom","0.909","Very high human development",67.5,"Male","No Kids","ma","full-time",55000,"",0,0,"Village","Married",0,0,5,5,5,5,5,3,1,2,2,5,5,5,5,5,5,5,1,4,1,5,5,5,5,2,4,4,5,5,5,2,2,5,3,3,5,5,5,5,5,5,2,2,2,2,1,"yes","yes",5,3.6,4.25,1.8
"United Kingdom","0.909","Very high human development",45,"Male","Yes Kids","phd","full-time",250000,"",0,0,"Medium-Sized","Married",0,3,4,4,5,4,4,1,4,4,5,4,4,5,4,3,4,4,5,3,5,5,5,5,4,4,2,4,4,4,4,5,5,5,1,4,4,5,5,5,5,4,2,2,1,1,1,"yes","yes",4.2,4,4.1,1.4
"United Kingdom","0.909","Very high human development",37.5,"Female","No Kids","deg","full-time",150000,"",10,0,"Village","Single",0,0,3,4,4,3,3,1,1,3,2,2,1,2,3,2,2,1,1,4,1,1,3,2,1,1,1,2,1,4,3,1,1,3,2,3,1,3,2,1,3,1,1,2,3,1,1,"yes","no",3.4,1.8,1.9,1.6
"United Kingdom","0.909","Very high human development",28,"Female","No Kids","ma","student",10000,"",4,0,"Village","Single",0,0,5,5,4,4,4,2,2,5,2,4,2,3,4,3,4,1,3,4,2,4,4,2,2,4,1,2,4,3,4,1,2,5,4,5,3,3,3,4,4,4,3,3,3,3,2,"yes","yes",4.4,3,3.1,2.8
"United Kingdom","0.909","Very high human development",28,"Female","No Kids","deg","full-time",45000,"",1,4,"Village","Single",0,0,5,5,5,5,5,2,2,4,4,5,2,4,5,4,5,3,4,3,2,3,5,3,4,5,4,3,4,5,5,4,4,5,3,3,4,3,4,4,5,4,2,3,2,2,1,"yes","yes",5,3.46666666666667,4,2
"United Kingdom","0.909","Very high human development",28,"Female","No Kids","deg","part-time",15000,"",3,0,"Small Town","Married",0,0,3,3,2,2,2,1,1,1,3,2,3,1,5,1,3,2,2,2,2,2,3,3,2,3,4,4,2,4,2,2,3,3,2,2,2,3,2,2,2,2,4,3,4,3,2,"no","no",2.4,2.06666666666667,2.5,3.2
"United Kingdom","0.909","Very high human development",55,"Female","No Kids","deg","part-time",10000,"",8,0,"","Married",0,0,3,4,3,2,1,1,1,2,1,2,3,2,2,1,5,1,1,1,1,2,3,1,2,4,1,2,5,2,4,3,2,4,2,2,3,2,2,3,3,3,3,3,3,4,3,"yes","yes",2.6,1.73333333333333,2.5,3.2
"United Kingdom","0.909","Very high human development",55,"Female","No Kids","ma","full-time",35000,"Writer",10,0,"Medium-Sized","Divorced",0,0,5,4,4,2,2,2,1,3,2,2,1,2,3,1,4,5,2,5,1,2,4,3,2,5,4,2,4,5,2,1,2,4,5,2,3,2,2,5,5,5,2,2,3,2,2,"yes","no",3.4,2.4,3.2,2.2
"United Kingdom","0.909","Very high human development",37.5,"Male","No Kids","ma","full-time",67500,"",4,2,"Village","Single",0,0,4,4,4,3,3,3,3,4,4,3,2,3,4,3,3,5,5,5,4,3,4,5,4,5,1,3,3,4,4,4,3,4,3,4,4,5,5,4,5,5,1,3,2,3,1,"yes","yes",3.6,3.6,3.9,2
"United Kingdom","0.909","Very high human development",45,"Male","No Kids","phd","full-time",150000,"",7,0,"Large-City","Married",0,0,3,2,3,2,2,2,2,5,3,3,2,3,3,2,3,4,2,3,2,2,3,3,4,5,3,3,3,3,4,2,2,3,2,4,3,3,2,4,3,3,4,4,4,4,3,"yes","no",2.4,2.73333333333333,3.05,3.8
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","high","full-time",150000,"",0,0,"Rural/Country","Married",0,0,2,2,1,1,1,1,1,2,3,2,1,1,2,1,2,3,2,3,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,3,2,4,3,2,3,1,4,4,4,4,3,"no","no",1.4,1.86666666666667,2.2,3.8
"United Kingdom","0.909","Very high human development",28,"Female","No Kids","ltuni","part-time",25000,"",2,4,"Village","Divorced",0,0,5,4,5,3,3,1,1,5,3,4,2,4,4,1,4,3,2,2,1,5,5,2,4,5,5,4,4,3,4,2,2,4,2,4,4,5,5,4,4,2,2,1,1,2,2,"yes","yes",4,2.8,3.55,1.6
"United Kingdom","0.909","Very high human development",67.5,"Male","No Kids","phd","part-time",55000,"",3,0,"","Single",0,0,4,3,4,3,4,1,1,2,3,4,3,4,2,3,4,1,2,3,2,3,4,4,2,2,3,1,3,4,4,3,2,3,1,4,3,5,4,4,4,3,2,4,3,2,2,"yes","no",3.6,2.53333333333333,3.15,2.6
"United Kingdom","0.909","Very high human development",45,"Male","Yes Kids","deg","full-time",67500,"",0,0,"Medium-Sized","Married",1,1,4,4,2,3,3,1,1,3,3,4,3,2,4,4,4,3,3,3,1,2,4,3,2,2,3,3,4,2,4,2,4,4,2,2,4,3,3,4,4,3,3,4,3,3,3,"yes","no",3.2,2.73333333333333,3.1,3.2
"United Kingdom","0.909","Very high human development",37.5,"Female","Yes Kids","deg","part-time",25000,"",2,0,"Medium-Sized","Married",0,0,4,5,5,5,5,4,4,3,5,5,4,4,5,5,5,4,4,5,4,5,5,5,5,2,5,3,5,4,5,4,2,5,4,3,4,5,5,4,4,4,3,3,3,4,2,"yes","yes",4.8,4.4,4.15,3
"United Kingdom","0.909","Very high human development",28,"Male","No Kids","deg","full-time",45000,"",5,4,"Medium-Sized","Single",0,0,4,4,2,3,3,1,1,5,4,3,3,5,3,3,4,5,2,3,3,4,4,3,3,5,1,4,1,2,4,4,5,5,1,5,5,5,5,5,4,2,3,3,2,2,2,"yes","no",3.2,3.26666666666667,3.55,2.4
"United Kingdom","0.909","Very high human development",28,"Female","No Kids","deg","full-time",15000,"Receptionist",3,0,"Village","Single",0,0,5,5,4,3,3,2,3,3,4,4,5,5,4,3,4,4,4,4,3,3,5,1,3,4,3,3,5,4,5,4,5,4,3,2,4,3,4,4,3,4,1,3,1,1,4,"yes","yes",4,3.66666666666667,3.6,2
"United Kingdom","0.909","Very high human development",45,"Female","Yes Kids","grade","full-time",35000,"treatment support co-ordinator",1,0,"Large Town","Single",1,1,2,3,4,2,2,3,1,4,3,3,3,3,4,2,3,3,1,4,4,3,3,2,4,1,5,3,4,4,3,2,4,3,3,3,3,4,4,2,2,3,4,4,4,5,4,"yes","no",2.6,2.93333333333333,3.05,4.2
"United Kingdom","0.909","Very high human development",28,"Female","No Kids","ma","student",15000,NA,1,6,"Large-City","Single",0,0,4,4,2,3,3,1,1,2,4,2,2,3,4,2,3,2,2,4,1,2,4,4,2,2,2,2,2,4,4,2,4,3,2,2,3,3,3,3,4,3,3,2,4,4,4,"yes","yes",3.2,2.33333333333333,2.85,3.4
"United Kingdom","0.909","Very high human development",28,"Male","No Kids","deg","student",25000,NA,0,8,"Large-City","Single",0,0,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,5,3,3,4,3,4,4,4,4,5,4,3,3,3,2,2,"yes","yes",4,3.73333333333333,3.85,2.6
"United Kingdom","0.909","Very high human development",55,"Female","Yes Kids","ltuni","full-time",15000,"",0,2,"Medium-Sized","Married",0,0,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,1,1,1,1,3,2,"yes","yes",5,4.73333333333333,4.45,1.6
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","deg","full-time",87500,"producer",2,0,"Large-City","Single",0,0,2,4,3,2,2,2,2,4,2,4,4,4,4,4,4,4,2,2,2,3,4,4,4,5,4,5,4,2,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,4,3,"yes","yes",2.6,3.13333333333333,3.9,3.4
"United Kingdom","0.909","Very high human development",45,"Female","No Kids","ma","full-time",25000,NA,4,0,"Large Town","Married",0,0,3,3,2,2,2,3,1,3,1,1,3,1,2,1,2,5,1,4,2,3,2,2,2,4,2,2,2,2,3,2,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,"yes","no",2.4,2.2,2.35,3
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","phd","full-time",55000,"",2,5,"Village","Single",0,0,5,5,4,3,2,3,4,2,5,4,4,4,4,3,3,4,3,4,5,4,5,4,4,5,4,4,5,5,4,5,5,4,4,3,5,5,4,5,4,4,2,2,1,1,1,"yes","yes",3.8,3.73333333333333,4.35,1.4
"United Kingdom","0.909","Very high human development",32.5,"Female","No Kids","ma","full-time",35000,"",2,0,"Medium-Sized","Married",0,0,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,3,2,2,2,2,1,1,2,2,1,2,2,2,3,2,1,2,2,2,1,2,2,1,5,5,5,5,5,"no","no",1.4,1.66666666666667,1.7,5
"United Kingdom","0.909","Very high human development",28,"Male","No Kids","lthigh","full-time",15000,"",5,5,"Village","Single",0,0,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,1,5,5,5,1,1,1,1,1,"yes","yes",5,4.8,4.65,1
"United Kingdom","0.909","Very high human development",55,"Male","Yes Kids","phd","part-time",NA,"",1,0,"Village","Married",0,1,2,5,1,1,3,3,1,2,1,4,4,3,4,2,4,2,1,4,1,5,5,1,2,2,4,3,3,3,4,1,3,4,4,3,4,3,2,3,4,3,3,2,3,2,3,"yes","yes",2.4,2.73333333333333,2.95,2.6
"United Kingdom","0.909","Very high human development",25,"Female","No Kids","ma","student",15000,NA,0,0,"Large Town","Single",0,0,3,3,3,3,3,2,1,1,3,2,2,2,1,1,3,3,2,3,2,2,2,2,3,2,3,3,3,3,3,3,4,3,3,2,2,4,3,3,4,2,2,4,2,3,1,"yes","no",3,2,2.75,2.4
"United Kingdom","0.909","Very high human development",55,"Female","No Kids","deg","part-time",45000,"Creative Consultant",17,0,"Small Town","Divorced",0,0,5,4,3,4,4,5,1,5,3,5,5,3,4,3,3,3,2,5,1,5,5,5,2,3,3,2,5,5,1,2,3,5,5,5,5,3,4,5,4,5,4,3,3,4,2,"yes","no",4,3.53333333333333,3.75,3.2
"United Kingdom","0.909","Very high human development",23,"Female","No Kids","ltuni","student",35000,"",0,0,"Village","Single",0,0,5,5,5,5,5,2,3,3,4,2,3,5,5,4,5,5,4,2,4,5,5,4,3,5,5,3,3,5,4,2,3,4,4,3,5,2,4,4,4,4,1,1,1,1,1,"yes","yes",5,3.73333333333333,3.8,1
"United Kingdom","0.909","Very high human development",45,"Female","Yes Kids","ma","full-time",67500,"",0,0,"Medium-Sized","Married",1,1,4,4,5,4,4,1,3,5,5,5,4,4,4,5,5,4,4,5,5,5,5,5,5,3,5,5,5,3,5,5,4,5,4,5,5,5,5,4,5,3,3,3,3,3,2,"yes","yes",4.2,4.26666666666667,4.55,2.8
"United Kingdom","0.909","Very high human development",45,"Male","No Kids","ma","full-time",87500,NA,14,0,"Large-City","Married",0,0,4,3,3,3,3,2,3,4,3,3,3,3,4,3,4,3,4,2,2,3,4,3,4,2,3,3,4,5,5,4,4,5,2,4,5,5,4,3,2,5,3,3,3,2,2,"yes","yes",3.2,3.06666666666667,3.7,2.6
"United Kingdom","0.909","Very high human development",55,"Male","No Kids","deg","part-time",10000,"Engineer",2,0,"Large-City","Single",0,0,4,4,5,5,5,5,4,3,5,5,5,4,4,5,5,3,3,4,4,5,5,4,3,4,4,3,5,4,5,4,4,4,4,4,4,5,3,4,5,5,1,1,1,1,1,"yes","yes",4.6,4.26666666666667,4.2,1
"United Kingdom","0.909","Very high human development",23,"Male","No Kids","ltuni","student",10000,NA,0,0,"Small Town","Single",0,0,4,3,3,3,3,2,2,3,2,5,5,5,5,5,5,3,1,3,1,5,5,5,4,3,3,3,5,3,5,2,4,5,3,5,5,4,5,4,4,5,1,4,3,3,1,"yes","yes",3.2,3.46666666666667,4.1,2.4
"United Kingdom","0.909","Very high human development",37.5,"Male","No Kids","ma","full-time",25000,"",9,0,"Small Town","Single",0,0,4,4,2,1,1,1,2,5,3,4,3,3,5,5,5,2,3,4,1,3,4,2,3,5,3,2,4,3,5,4,2,5,1,3,5,4,3,5,3,5,1,1,1,1,1,"yes","",2.4,3.26666666666667,3.55,1
"United Kingdom","0.909","Very high human development",28,"Male","No Kids","deg","full-time",NA,"",0,0,"Village","Single",0,0,2,1,2,1,1,1,1,3,3,3,3,2,3,3,3,3,2,3,1,2,3,1,2,3,3,2,3,2,4,2,4,4,2,2,4,4,3,2,3,4,4,4,4,3,3,"yes","no",1.4,2.4,2.8,3.6
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","ma","full-time",150000,"",10,0,"Small Town","Married",0,0,5,5,3,4,5,2,2,5,5,3,5,5,5,5,5,4,4,4,5,5,5,5,5,3,5,2,5,5,5,5,5,5,3,4,5,5,5,4,5,4,4,4,4,5,4,"yes","yes",4.4,4.26666666666667,4.5,4.2
"United Kingdom","0.909","Very high human development",28,"Female","No Kids","deg","full-time",45000,"",2,6,"Village","Single",0,0,3,2,2,2,2,1,1,2,1,3,1,1,3,1,4,4,2,2,1,2,3,2,3,5,2,2,3,3,2,2,2,2,2,3,3,4,2,4,3,2,3,3,3,4,2,"yes","no",2.2,1.93333333333333,2.65,3
"United Kingdom","0.909","Very high human development",37.5,"Male","No Kids","deg","student",10000,NA,0,8,"Medium-Sized","Single",0,0,4,4,4,4,4,5,2,3,4,4,5,5,5,4,5,5,3,4,5,5,4,4,3,4,4,3,4,4,5,2,3,5,5,4,4,5,5,5,5,5,1,1,1,2,1,"yes","yes",4,4.26666666666667,4.1,1.2
"United Kingdom","0.909","Very high human development",55,"","No Kids","ltuni","part-time",55000,"information assisstant",23,0,"Large Town","Married",0,0,4,3,3,3,3,3,3,4,4,4,4,5,3,3,4,1,3,4,4,4,4,3,2,2,4,2,4,4,3,3,5,4,3,4,4,3,3,4,5,4,3,3,3,3,3,"yes","yes",3.2,3.53333333333333,3.45,3
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","ma","full-time",55000,"Broadcasting",3,0,"Large-City","Married",0,0,4,4,4,3,3,3,4,3,4,3,5,4,4,4,4,3,4,3,4,3,4,2,4,4,3,2,4,3,5,5,3,4,4,3,4,4,4,4,5,5,3,3,3,4,2,"yes","yes",3.6,3.66666666666667,3.8,3
"United Kingdom","0.909","Very high human development",45,"Male","No Kids","ma","full-time",45000,"",13,0,"Large Town","Single",0,0,4,3,3,3,3,3,1,2,3,4,5,3,3,3,3,3,2,4,2,5,5,3,3,2,4,3,4,3,4,2,3,4,2,4,3,4,3,4,4,4,2,2,3,2,1,"yes","no",3.2,3.06666666666667,3.35,2
"United Kingdom","0.909","Very high human development",22,"Female","No Kids","ltuni","full-time",10000,"",2,0,"Medium-Sized","Married",0,0,3,4,4,2,2,1,1,3,4,3,1,5,4,3,3,4,3,3,2,2,4,4,4,4,3,3,4,3,4,3,4,5,2,3,4,4,4,4,4,3,3,3,3,2,3,"yes","yes",3,2.8,3.55,2.8
"United Kingdom","0.909","Very high human development",45,"Male","Yes Kids","deg","part-time",NA,"",13,6,"Rural/Country","Married",0,3,4,5,4,4,4,2,2,2,3,3,2,3,3,3,3,1,2,3,2,3,4,2,3,2,4,3,4,3,4,3,4,3,2,3,3,4,3,4,5,4,2,2,2,3,2,"yes","yes",4.2,2.46666666666667,3.35,2.2
"United Kingdom","0.909","Very high human development",55,"Female","Yes Kids","ma","full-time",55000,"",1,9,"Small Town","Divorced",0,2,3,3,3,1,1,1,1,1,3,1,2,1,1,1,2,1,1,2,2,3,2,2,2,2,2,1,1,3,3,1,3,3,4,3,1,2,2,1,1,2,3,3,3,3,2,"no","no",2.2,1.53333333333333,1.95,2.8
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","ltuni","full-time",67500,"",0,8,"Medium-Sized","Married",0,0,5,5,4,4,4,3,3,3,5,5,1,5,5,5,5,3,3,5,4,4,1,4,5,5,4,4,5,4,5,5,5,5,4,4,5,4,4,5,5,5,2,2,1,2,2,"yes","yes",4.4,3.93333333333333,4.4,1.8
"United Kingdom","0.909","Very high human development",19,"Male","No Kids","ltuni","student",10000,"",0,0,"Rural/Country","Single",0,0,3,3,3,2,2,1,2,3,4,3,4,4,3,2,4,4,1,3,2,2,4,3,3,4,3,3,3,3,4,3,3,4,3,2,4,4,2,4,4,4,2,3,3,3,2,"yes","no",2.6,2.8,3.25,2.6
"United Kingdom","0.909","Very high human development",32.5,"Female","No Kids","ma","full-time",250000,"",2,2,"Village","Single",0,0,4,5,5,3,3,1,1,1,3,3,4,5,3,1,4,3,2,3,2,2,5,2,2,5,4,3,4,4,5,3,4,4,3,4,3,3,4,4,4,4,3,3,4,2,1,"yes","no",4,2.53333333333333,3.55,2.6
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","ma","full-time",150000,"",1,9,"Village","Married",0,0,2,3,2,2,2,2,1,2,2,3,4,4,4,2,3,2,2,3,2,4,4,1,2,4,3,3,4,3,4,2,4,4,3,1,3,2,2,3,4,4,4,3,2,4,3,"yes","no",2.2,2.66666666666667,2.9,3.2
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","deg","full-time",87500,"",0,2,"8","Married",0,0,4,4,3,3,3,1,1,3,2,2,1,1,3,2,3,1,1,5,1,2,4,2,3,5,3,5,4,4,4,2,3,5,1,4,3,3,3,5,2,5,3,2,2,3,1,"yes","yes",3.4,1.93333333333333,3.35,2.2
"United Kingdom","0.909","Very high human development",24,"Male","No Kids","ma","full-time",67500,"",3,0,"Village","Single",0,0,3,3,3,2,3,1,1,4,3,2,3,4,4,2,3,2,3,3,3,3,3,2,4,4,2,2,3,3,4,2,3,3,2,2,4,4,3,3,4,4,3,3,4,4,2,"yes","yes",2.8,2.73333333333333,3,3.2
"United Kingdom","0.909","Very high human development",55,"Female","No Kids","ma","part-time",25000,"",10,0,"Medium-Sized","Single",0,0,3,3,1,1,1,1,1,3,3,4,3,1,3,3,4,1,1,3,1,3,4,1,1,3,3,1,3,2,4,2,3,4,1,3,3,4,3,4,3,2,5,5,4,5,4,"yes","no",1.8,2.33333333333333,2.65,4.6
"United Kingdom","0.909","Very high human development",28,"Female","No Kids","deg","full-time",25000,"",3,7,"Village","Single",0,0,2,3,4,2,2,3,1,3,1,2,1,1,1,2,2,2,1,3,1,2,3,2,3,4,2,3,2,3,3,1,3,4,4,4,3,2,3,2,3,4,2,2,3,2,2,"yes","no",2.6,1.73333333333333,2.8,2.2
"United Kingdom","0.909","Very high human development",45,"Male","Yes Kids","dip","full-time",55000,"",6,0,"Medium-Sized","Divorced",1,3,4,4,4,3,3,2,4,4,4,3,3,3,3,3,3,2,3,2,4,4,3,2,3,3,3,3,4,3,3,3,2,3,3,4,4,2,3,3,3,2,2,2,2,4,2,"yes","yes",3.6,3.13333333333333,2.95,2.4
"United Kingdom","0.909","Very high human development",32.5,"Female","No Kids","deg","unemployed",15000,"",0,0,"Village","Single",0,0,2,3,4,1,1,5,4,5,5,4,2,5,5,4,5,5,5,3,5,5,5,5,4,5,2,3,3,3,5,5,5,5,5,3,5,5,3,4,4,5,5,3,3,5,5,"yes","4",2.2,4.46666666666667,4.15,4.2
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","deg","unemployed",10000,"",0,0,"Village","Single",0,0,3,4,4,4,4,1,2,5,4,3,5,4,4,3,2,3,3,3,3,1,4,3,3,3,4,2,3,4,4,4,1,4,1,5,3,3,3,3,2,4,2,3,2,3,2,"yes","yes",3.8,3.06666666666667,3.1,2.4
"United Kingdom","0.909","Very high human development",37.5,"Female","No Kids","deg","full-time",87500,"",1,7,"Village","Single",0,0,3,2,3,2,2,1,2,2,5,3,1,3,3,2,4,5,4,5,4,5,3,3,4,4,4,3,2,3,2,2,2,4,1,2,2,4,4,3,4,5,2,3,2,2,2,"yes","no",2.4,3.26666666666667,2.95,2.2
"United Kingdom","0.909","Very high human development",45,"Female","Yes Kids","deg","part-time",35000,"Teacher",3,8,"Small Town","Separated",1,0,5,5,5,3,3,3,4,5,5,4,5,5,5,5,5,4,5,5,5,3,4,3,4,1,5,5,5,5,5,5,1,5,4,5,5,5,4,4,5,5,3,3,2,3,3,"yes","yes",4.2,4.53333333333333,4.25,2.8
"United Kingdom","0.909","Very high human development",45,"Female","Yes Kids","dip","part-time",25000,"Executive officer",5,0,"Small Town","Married",1,1,4,4,5,4,4,2,2,4,3,3,1,3,4,2,2,3,3,4,3,2,3,4,5,5,2,5,4,4,3,2,4,3,3,4,4,4,4,4,4,4,2,2,2,2,2,"yes","yes",4.2,2.73333333333333,3.7,2
"United Kingdom","0.909","Very high human development",37.5,"Male","No Kids","ma","full-time",67500,"Business / Test Analyst",5,0,"Large Town","Single",0,0,5,5,5,5,5,3,2,2,2,5,5,2,4,5,5,2,2,5,1,5,5,2,1,1,2,3,5,5,5,1,5,5,3,3,4,4,5,5,5,5,1,1,1,1,1,"yes","yes",5,3.33333333333333,3.7,1
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","phd","full-time",150000,"",2,7,"Small Town","Single",0,0,3,3,2,2,1,1,3,5,4,4,4,3,4,3,4,3,4,2,5,2,4,1,3,2,1,4,4,2,4,2,4,4,1,4,5,3,3,4,3,3,4,4,4,5,2,"yes","no",2.2,3.4,3,3.8
"United Kingdom","0.909","Very high human development",24,"Female","No Kids","ma","student",15000,"",0,0,"Village","Single",0,0,5,5,5,4,4,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,3,4,4,5,5,4,5,4,5,5,5,5,4,5,5,5,5,5,5,4,4,4,1,4,2,"yes","yes",4.6,4.73333333333333,4.6,3
"United Kingdom","0.909","Very high human development",45,"Male","No Kids","ma","full-time",150000,"",6,2,"Large Town","Married",0,0,3,2,2,2,2,1,2,2,3,2,1,3,2,1,2,2,2,2,1,2,3,1,3,1,2,3,2,3,2,2,3,3,1,4,3,2,2,3,2,3,5,5,5,5,4,"no","no",2.2,1.86666666666667,2.3,4.8
"United Kingdom","0.909","Very high human development",45,"Male","No Kids","deg","full-time",150000,"Customer Service",8,9,"Large-City","Married",0,0,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,4,4,5,4,4,4,3,3,3,3,4,4,4,4,3,3,4,3,4,5,3,3,5,3,4,2,3,3,4,2,"yes","yes",4.2,4,3.6,2.8
"United Kingdom","0.909","Very high human development",37.5,"Female","Yes Kids","ma","part-time",45000,"IT",3,0,"Medium-Sized","Divorced",1,0,3,3,3,4,4,2,4,4,5,4,5,4,5,4,5,2,4,1,3,5,5,2,2,4,4,3,5,4,5,5,5,5,3,3,3,4,4,5,5,3,2,2,1,1,1,"yes","yes",3.4,3.8,3.9,1.4
"United Kingdom","0.909","Very high human development",32.5,"Male","No Kids","ma","full-time",55000,"",1,0,"Village","Single",0,0,4,4,4,4,4,2,4,3,4,4,5,5,4,4,4,4,5,3,5,5,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,1,1,2,1,1,"yes","yes",4,4.06666666666667,3.8,1.2
"United Kingdom","0.909","Very high human development",37.5,"Female","Yes Kids","ma","part-time",67500,"",4,0,"Village","Single",0,1,2,1,1,1,1,5,5,5,1,1,2,1,5,1,1,5,5,4,1,2,1,1,5,4,2,4,1,5,2,1,5,1,1,1,5,4,2,2,1,5,3,3,3,4,2,"no","no",1.2,2.93333333333333,2.65,3
"United States","0.920","Very high human development",32.5,"Female","No Kids","ma","full-time",55000,NA,0,0,"Medium-Sized","Single",0,0,3,5,5,5,5,2,3,2,5,4,3,5,4,4,4,2,5,2,4,4,4,2,3,4,2,2,2,5,5,3,5,4,2,2,3,4,3,3,3,4,3,3,3,3,1,"yes","yes",4.6,3.53333333333333,3.25,2.6
"United States","0.920","Very high human development",37.5,"Male","Yes Kids","phd","full-time",87500,"Manager",1,8,"Large-City","Married",0,1,4,4,5,5,5,3,3,5,5,5,3,5,4,5,5,5,5,4,4,4,5,4,4,3,4,1,5,4,5,5,4,5,4,5,4,5,5,4,5,5,2,2,2,3,2,"yes","yes",4.6,4.33333333333333,4.3,2.2
"United States","0.920","Very high human development",28,"Female","No Kids","ma","student",25000,NA,0,0,"Small City","Single",0,0,3,3,2,2,2,1,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,1,2,4,1,4,4,1,4,2,2,4,1,2,2,2,2,2,3,1,3,3,2,2,2,"yes","no",2.4,1.86666666666667,2.2,2.4
"United States","0.920","Very high human development",25,"Female","No Kids","phd","student",25000,NA,2,8,"Small City","Single",0,0,5,3,4,3,3,1,2,3,2,4,2,5,4,3,4,2,2,3,2,2,4,2,2,5,3,5,4,4,4,2,2,4,1,4,4,3,2,5,4,5,2,3,3,3,2,"yes","yes",3.6,2.73333333333333,3.4,2.6
"United States","0.920","Very high human development",55,"Female","Yes Kids","dip","full-time",35000,"training Coordinator",4,0,"Large Town","Divorced",1,1,4,3,3,3,3,3,2,5,4,4,5,3,4,3,5,3,3,4,3,3,5,2,3,1,3,3,5,4,5,4,4,3,2,5,3,4,3,4,3,4,2,2,3,1,1,"yes","yes",3.2,3.6,3.5,1.8
"United States","0.920","Very high human development",28,"Male","No Kids","deg","full-time",55000,"Engineer",2,6,"Village","Single",0,0,3,2,4,2,2,1,1,2,2,2,1,1,3,2,2,2,1,4,1,2,2,1,2,2,4,1,3,4,3,1,2,2,1,1,4,5,2,2,3,1,3,4,4,3,3,"yes","no",2.6,1.8,2.3,3.4
"United States","0.920","Very high human development",32.5,"Female","No Kids","ma","full-time",45000,"Social Worker",1,6,"Medium-Sized","Single",0,0,3,4,3,3,3,1,3,4,5,4,1,5,4,3,5,1,3,4,4,5,5,4,3,4,5,4,5,4,5,4,4,4,3,4,4,4,4,4,4,3,2,2,2,2,2,"yes","yes",3.2,3.46666666666667,4,2
"United States","0.920","Very high human development",45,"Male","Yes Kids","deg","full-time",67500,"Chief of Staff",1,7,"Medium-Sized","Married",0,5,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,3,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,4,3,4,4,3,"no","no",1.2,1.66666666666667,1.6,3.6
"United States","0.920","Very high human development",67.5,"Female","Yes Kids","ma","full-time",87500,"Manager",5,0,"Large-City","Divorced",1,1,2,1,1,1,1,1,1,1,2,1,5,1,2,1,3,3,2,3,2,1,4,1,1,3,1,1,1,1,3,1,1,1,1,1,5,3,1,2,3,3,3,4,3,5,2,"yes","no",1.2,1.93333333333333,1.9,3.4
"United States","0.920","Very high human development",45,"Female","Yes Kids","ltuni","full-time",NA,"Manager",1,3,"Small City","Married",1,1,2,3,2,1,1,2,4,3,5,3,4,3,3,3,5,3,5,3,4,4,4,2,2,5,2,3,4,3,3,4,5,4,3,3,4,4,4,4,3,3,3,4,4,4,3,"yes","yes",1.8,3.6,3.4,3.6
